imageidx;x;y;z;gt_id
88;4.041550968931358;-1.5575582690977718;17.17238453789746;0
94;4.136357437015418;-1.4673902195757451;11.032112484714832;0
97;4.231649474889268;-1.3936563948039673;8.187770091279365;0
743;3.4676038850531423;-1.2848925206403827;23.367555090307153;1
747;3.636501890787079;-1.1460293642236898;19.838313531276366;1
749;3.750817378169363;-1.1294283741300244;18.142780962726814;1
757;3.6305717452825386;-0.9154016938775448;11.966424586858732;1
759;3.5287530297944643;-0.8637199191861206;10.428317198447036;1
764;3.4311984686084487;-0.831424443413931;7.009078576866362;1
768;3.453091393532985;-0.7883368223733729;4.394526056592503;1
2269;3.173940784280748;-1.2531871224713922;19.18631623291162;2
2276;3.079734954098535;-1.10399592955271;12.433234202527911;2
2283;2.981788373161596;-1.104739319290217;6.296367234636615;2
2285;3.0078858316270685;-1.0579190482221883;4.685725319694456;2
2606;3.3915521965580564;-1.4065984232176552;13.934902915962567;3
