imageidx;x;y;z;gt_id
88;4.0576616369280805;-1.5188025613939256;17.148615260620232;0
94;4.125443438802327;-1.4891277050500615;11.034443462202264;0
97;4.226549719849823;-1.4106869749347373;8.209152466793185;0
743;3.477991079786134;-1.2391393327910742;23.33157510370695;1
747;3.66472294466976;-1.1456230965050775;19.814483188243166;1
749;3.7379835007396216;-1.1320740053667604;18.11274291702366;1
757;3.5934897677206434;-0.9236707122509508;11.965948705141075;1
759;3.5352905941574826;-0.8812389654473187;10.52583235910136;1
764;3.4598133720278024;-0.8423417510787774;7.0200309431006875;1
768;3.428219443970248;-0.7948164669795341;4.376269775559341;1
2269;3.2347354425852197;-1.3001328370268823;19.22953586725701;2
2276;3.06584283601976;-1.105208780675193;12.47222795667579;2
2283;2.9769276232608344;-1.0941438650807491;6.257837258439758;2
2285;2.9674791824544133;-1.0190133743593224;4.641387884661492;2
2606;3.391552196558046;-1.4065984232178241;13.934902915962507;3
