imageidx;x;y;z;gt_id
21;3.702920800678805;-1.4729281026076133;17.476119563495974;0
22;3.703641229185488;-1.4708716007914897;16.18051480215021;0
23;3.7847393512086938;-1.5055803806923795;15.272082514234883;0
24;3.777619224545324;-1.4715188646083937;13.875361880114625;0
25;3.748472266644756;-1.429778529746825;12.54808986265332;0
26;3.800890244032944;-1.4107340559788069;11.464837002339685;0
27;3.9257822608537474;-1.4154481585039758;10.503970072006213;0
28;3.761891418627755;-1.3352509202847618;8.886633055772823;0
29;3.7979448363338335;-1.342688874416693;7.770840598145875;0
223;3.6335951790902286;-0.5920295271410551;10.392682815131094;1
224;3.5479210525861253;-0.6074966314257528;9.736635315812984;1
225;3.6592229780142542;-0.6095504772701614;8.8639625315007;1
226;3.673958327589352;-0.6342758972423387;8.078223166436413;1
227;3.6853209384167953;-0.6349376395210031;7.283444332244008;1
228;3.643032066324023;-0.5986531545338356;6.509749514799888;1
229;3.626893047276877;-0.5514910640693895;5.729465815082315;1
230;3.6907851325593306;-0.5234664456367062;4.9207359935584405;1
231;3.584726448328784;-0.4832941312491823;4.143646571385371;1
296;9.862688364867957;0.1052702789372132;15.618009981655874;2
297;10.793737485363753;0.12474078547067112;14.591440966283296;2
298;11.73361864181562;0.07648677713201807;13.343058801806338;2
762;-3.1052029608461016;0.6132431866174284;5.884637317204058;3
763;-3.1194248941515146;0.6368514501852136;4.462617902691034;3
1043;3.6747712923406057;-0.6046965824482212;9.835422963141117;4
1044;3.622467025308554;-0.6064132283422331;9.054610333232981;4
1045;3.6802150274133534;-0.6410904291099973;8.25310549176028;4
1046;3.639107897532465;-0.6503489364432835;7.463943517494375;4
1047;3.617576513845973;-0.6437568061856137;6.696172390918346;4
1048;3.5674360690534224;-0.6037558315092766;6.009601318113201;4
1049;3.5593857430317013;-0.569927833092963;5.186483801284495;4
1050;3.6309041509190823;-0.5315865362654361;4.323704710642414;4
