imageidx;x;y;z;gt_id
21;3.7295732515642657;-1.4973663653586968;17.464800217825537;0
22;3.7464541065522146;-1.4796411970839218;16.26469375735502;0
23;3.7575997895786273;-1.4928211167201193;15.059980006266258;0
24;3.77054545094656;-1.475016332626785;13.860674930703773;0
25;3.781141245029117;-1.4342857369129876;12.668257005429131;0
26;3.7925661413842255;-1.4027012163224808;11.465777604949313;0
27;3.8027889182702617;-1.3771298495248754;10.258642380146188;0
28;3.808989751284141;-1.359308923942418;9.06676268652173;0
29;3.8148056388966;-1.336261470676857;7.869076470396099;0
223;3.664852767531512;-0.5905866075004416;10.406582488805746;1
224;3.656382712599325;-0.5834467371463278;9.647402922331633;1
225;3.6556661679400486;-0.5970309554577385;8.873364478258507;1
226;3.661928403563544;-0.6184478881907164;8.08798007049951;1
227;3.6572767993224735;-0.6391141335493608;7.300915041261118;1
228;3.6400223213804574;-0.6152411985894214;6.514287944915799;1
229;3.618362971356357;-0.5628738573858287;5.737519336422426;1
230;3.6016326058453987;-0.5219888575952516;4.9478593263237975;1
231;3.589149896050749;-0.5077947909163874;4.141322536969392;1
296;9.796931079106647;0.09517029391954847;15.592962417431169;2
297;10.843479250849123;0.1112760860081572;14.539949846555391;2
298;11.755503597879224;0.10007561246457217;13.414238143048475;2
762;-3.1174019039542697;0.6186591637574994;5.890288348450136;3
763;-3.107222258494512;0.6314558407601351;4.456955372476894;3
1043;3.6550349269525286;-0.5928070899825215;9.857998856483233;4
1044;3.6437305683555294;-0.6099748322707601;9.078888303828844;4
1045;3.647533867914624;-0.634910792526852;8.288426378954997;4
1046;3.640130253500773;-0.6642760294010662;7.492359770853683;4
1047;3.623253284189688;-0.6537833387433747;6.704491361610684;4
1048;3.6047441780168574;-0.6007222466782657;5.924310443307373;4
1049;3.5926123171801008;-0.5582506991631381;5.137321419537097;4
1050;3.5856812893902847;-0.5370973929386333;4.339065151821084;4
