imageidx;x;y;z;gt_id
517;-0.9899033087257832;-1.4006817522623474;16.411453739886102;0
518;-0.7934200795086812;-1.3664582342950102;15.482749594433994;0
519;-0.5666287175128457;-1.3428367728110222;14.556283078924869;0
520;-0.31522935085936743;-1.3292263058405198;13.631498318915677;0
521;-0.042425580395256735;-1.3032601995833415;12.705211417063019;0
522;0.2342427999239557;-1.2675619174751769;11.786027316281338;0
523;0.5186869069282886;-1.2352247702224357;10.853056456924868;0
524;0.8039886591084601;-1.2039748650619833;9.916878428307237;0
525;1.077058056162483;-1.1700689496962051;8.985817405825754;0
526;1.34116150502691;-1.127383417932725;8.036359281810348;0
527;1.5956829389049567;-1.0995422523862022;7.071740103631427;0
874;-2.2152498101244733;-2.090360986814842;21.92947525248278;1
881;1.6819661261584504;-1.7678967818881393;14.332581253568748;1
882;2.0818452333452524;-1.7283349260884917;13.177138392567839;1
883;2.4450581455471907;-1.7125745487053556;11.991032239982136;1
884;2.7703313603748088;-1.7254820690851127;10.786152315929797;1
885;3.040119617518258;-1.7423428081157524;9.586684137382347;1
886;3.2857243640678018;-1.721182442865809;8.364957652152853;1
887;3.5189168534534865;-1.2120515725750989;7.2091858587352275;2
888;3.679161702610078;-1.179491111294241;5.996179014004147;2
1122;7.853918617890796;-1.231116930498657;18.68715655249799;3
1123;7.1001610406582225;-1.2634112293736504;18.301903060712547;3
1130;3.848616828456594;-1.1848464727244574;14.174103600865081;3
1131;3.618530520635299;-1.1591891728451074;13.455084354041045;3
1132;3.412203301294524;-1.1495252151211022;12.700327848484564;3
1133;3.2300010028853587;-1.1292892272015658;11.939064593409158;3
1139;3.0970632472713304;-1.1306112296324358;6.735558584283241;3
1139;-6.912598161055157;-1.215043155389217;13.273151397526195;4
1140;3.1109082922588924;-1.118346994711345;5.808560807515106;3
1149;4.92754883592181;-1.2506060504635323;8.664935236005054;5
1150;4.949703533808718;-1.2186734793671257;7.627595594131958;5
1510;-3.6365608718823283;-0.7788849634531747;12.385091529177382;6
1511;-4.415629126345978;-0.8418710093304952;11.594518925048995;6
1512;-5.141349586463288;-0.8792832218663881;10.77028519139006;6
1513;-5.804743019374942;-0.9088093226731166;9.913745181252278;6
