imageidx;x;y;z;gt_id
517;-1.0305503516956016;-1.409543249772519;16.395507675479916;0
518;-0.7669708065245738;-1.3626680800576585;15.45757113137691;0
519;-0.5491651447720775;-1.343564629524762;14.543475756598268;0
520;-0.3303849206893107;-1.3435322729718169;13.638416724787273;0
521;-0.020268428277389748;-1.2979418698862937;12.696662073506381;0
522;0.2589693304488178;-1.2644348690702405;11.795863111702767;0
523;0.4814418047124857;-1.2261200830468897;10.843896143785242;0
524;0.7990308962099861;-1.241073634021171;10.117641605294608;0
525;1.0762150607921568;-1.1718842845225859;8.937482969536639;0
526;1.341178013648896;-1.1039790977950337;7.9600619965062585;0
527;1.6028222155406548;-1.0820229383083022;7.049143477801747;0
874;-2.164554253038916;-2.016599946509619;21.89392271757995;1
881;1.6671844562470282;-1.7578539337524175;14.244753224102535;1
882;2.05576352267351;-1.7315864112449426;13.165208918797068;1
883;2.452873355117546;-1.7377236953375577;12.003967682543793;1
884;2.769667361404321;-1.7537031062381645;10.817654990242724;1
885;3.0416393815497784;-1.751781513034958;9.637273078126563;1
886;3.291903188943995;-1.7406707866153748;8.414767623027569;1
887;3.4972895782298146;-1.2008949429384976;7.215602676904537;2
888;3.7006478527520685;-1.1906323418704052;5.989279499557258;2
1122;7.701855427663894;-1.2812569513266772;18.51252900911533;3
1123;7.020189595926187;-1.2912584808187502;18.211449006210284;3
1130;3.7818408213278745;-1.1649619405894494;14.073708957587993;3
1131;3.5758586978087474;-1.1476549894797454;13.322508145677707;3
1132;3.4057530436828074;-1.164548969161365;12.840050908704589;3
1133;3.3249946879564924;-1.1331321836139094;12.046693442107037;3
1139;3.188505461003748;-1.1104638608112125;6.886121957493571;3
1139;-6.912598161055057;-1.2150431553893564;13.273151397525911;4
1140;3.197188040898752;-1.0765061772323643;5.960708110471896;3
1149;4.942641734946706;-1.258492663761159;8.665441015999459;5
1150;4.93459862787587;-1.210808758973422;7.6271076771147355;5
1510;-3.6972509903704176;-0.7678792075808712;12.449806904104172;6
1511;-4.4241531576980195;-0.8449524201560074;11.599488712034507;6
1512;-5.087116608508278;-0.8824815636086942;10.750653492126546;6
1513;-5.779976777538133;-0.9130610954959154;9.872972523922847;6
