imageidx;x;y;z;gt_id
1399;-8.180513090614769;-0.9120819567109096;12.249534603046104;0
1400;-8.14350317285216;-0.8980497796425299;11.807740246799893;0
1401;-8.127810090606507;-0.8533595459150336;11.320551223522234;0
1402;-8.100526619003508;-0.8345337339130984;10.93591135466702;0
1403;-8.078696206512085;-0.7802723335607342;10.554293503980187;0
1404;-7.972809569612791;-0.7195685775040956;10.104299640334077;0
1405;-7.943954599891592;-0.6575668237643447;9.790131768311557;0
1406;-7.816618542804332;-0.5958181117211271;9.3254624105776;0
1407;-7.830453375691572;-0.6138745707029991;9.017094064407745;0
1476;8.901728937627054;-1.6005931595821126;17.064046008813992;1
1477;8.885389935711721;-1.6142821793865392;16.437801928765108;1
1478;8.868604950461481;-1.6025111876069396;15.853325545507069;1
1479;8.881047178777706;-1.6306394533979165;15.284131459723273;1
1480;8.88666344619848;-1.6229622108733484;14.739282060986493;1
1481;8.858244567695413;-1.589029658056494;14.269111863282864;1
1482;8.875381717838474;-1.5137172171431124;13.788769008829265;1
1483;8.865886864147415;-1.486172854795506;13.34280292798667;1
1484;8.854816685357331;-1.4501678175258537;12.910061244651342;1
1485;8.888771826459633;-1.4164581338633924;12.478278351169047;1
1486;8.875899744102279;-1.3736219552978262;12.045717785643735;1
1487;8.871975396762656;-1.2641802487229852;11.641535487717993;1
1488;8.957588370883979;-1.2170072458734102;11.151493681760995;1
1489;8.97144189220559;-1.2827585311061676;10.693381485441536;1
1610;3.9225177475269737;-0.3652457834188275;8.099173188913186;2
1611;4.27504605716563;-0.3534079629044638;7.661901044727053;2
1612;4.600814574256896;-0.33361417103360586;7.131815826099032;2
1613;4.833716736627245;-0.33124623808090914;6.645705961284866;2
1614;5.177733654835952;-0.3182555826157081;6.1047873067510166;2
1885;3.502879064418719;-1.4427187108416577;22.843366404885998;3
2050;-1.7381944136799676;-0.6690372326191849;19.08420874277937;4
2052;-1.7313602189174475;-0.6108971988440397;17.70656145726579;4
2054;-1.6295335587475666;-0.6711615898701632;16.34088625720511;4
2056;-1.6407525866594763;-0.6897919081210945;15.002224478251364;4
2057;-1.6606848013191011;-0.6589234973887035;14.320743189323215;4
2058;-1.6493700948360703;-0.6397725327317766;13.639435821400134;4
2059;-1.6963618688422608;-0.5794654126136484;12.96023567684156;4
2060;-1.6673568423367238;-0.600657975871242;12.273121814125561;4
2066;-1.6621558304395654;-0.5310344580104138;8.139310422572423;4
2067;-1.648052441266807;-0.4882575066566261;7.45889375728268;4
2068;-1.6627186866919714;-0.4448340728362867;6.788923073550206;4
2069;-1.6514642098812171;-0.3997396296897658;6.117713863371113;4
2070;-1.6301117063537085;-0.3871164234434417;5.446367060421764;4
2071;-1.6699039325359335;-0.42372591814022015;4.7832318267540295;4
2072;-1.6357529781194329;-0.4190366172155737;4.091920404794816;4
2073;-1.6811378534178494;-0.39585053093102346;3.397152994837576;4
2074;-1.6377146732864691;-0.3837508525742091;2.718815455677952;4
2451;11.888020593674455;-1.16376161794219;16.01678107296962;5
2452;11.933102186616704;-1.1022662626508584;15.401829473060305;5
2453;11.961537659226144;-1.0358805138134346;14.78423362451077;5
2454;11.932973061528802;-0.9841093210937676;14.180203099193035;5
2616;-0.9803847105129341;-0.6768302531945282;12.339195122765762;6
2617;-1.2406478143239146;-0.6793283465222597;11.923342590598637;6
2618;-1.5782791018625049;-0.6817303439771467;11.512100056384597;6
2619;-1.9130894882305067;-0.6472868857216862;11.053748761126725;6
2620;-2.2874660644315172;-0.6456782017083865;10.82246812572416;6
2621;-2.600965250370572;-0.6487014234804493;10.226777609951462;6
2622;-2.9180796380533054;-0.6922074678594076;9.77228405006626;6
2623;-3.3355405176981963;-0.7483037702989179;9.34117381641942;6
2624;-3.6850284886740963;-0.7806065517648118;8.866835461900717;6
2625;-4.0160013544072966;-0.7926168199445909;8.373045956601947;6
2626;-4.378872785723207;-0.8102152038068486;7.949372457463863;6
2627;-4.786512632406657;-0.8583275129320532;7.44125276054409;6
2628;-5.100878872868617;-0.9679457643791178;6.891901529940888;6
3807;2.7688546670067185;-1.6192496441363744;9.94759497731332;7
3808;2.795633304361324;-1.6510246673443725;8.696756810788587;7
3809;2.7868510196646765;-1.6239485028157723;7.446174141196409;7
