imageidx;x;y;z;gt_id
1399;-8.13184274697682;-0.8889285412560921;12.251111272362078;0
1400;-8.125447425654603;-0.8884138355342407;11.801349852309823;0
1401;-8.105542056372121;-0.8480509191484239;11.36923719146802;0
1402;-8.073288554160547;-0.8265252895850953;10.94912820350662;0
1403;-8.03101912664361;-0.7821656783340089;10.542984297892547;0
1404;-7.984199365437144;-0.7216685842290756;10.146623051702537;0
1405;-7.945122585905421;-0.6659804599064529;9.751227429301203;0
1406;-7.916285642102243;-0.6291743860338982;9.349737965635114;0
1407;-7.883609223410812;-0.6144934386708523;8.947553204675051;0
1476;8.901728937627054;-1.6005931595821126;17.064046008813992;1
1477;8.885389935711721;-1.6142821793865392;16.437801928765108;1
1478;8.868604950461481;-1.6025111876069396;15.853325545507069;1
1479;8.881047178777706;-1.6306394533979165;15.284131459723273;1
1480;8.88666344619848;-1.6229622108733484;14.739282060986493;1
1481;8.858244567695413;-1.589029658056494;14.269111863282864;1
1482;8.875381717838474;-1.5137172171431124;13.788769008829265;1
1483;8.865886864147415;-1.486172854795506;13.34280292798667;1
1484;8.854816685357331;-1.4501678175258537;12.910061244651342;1
1485;8.888771826459633;-1.4164581338633924;12.478278351169047;1
1486;8.875899744102279;-1.3736219552978262;12.045717785643735;1
1487;8.871975396762656;-1.2641802487229852;11.641535487717993;1
1488;8.957588370883979;-1.2170072458734102;11.151493681760995;1
1489;8.97144189220559;-1.2827585311061676;10.693381485441536;1
1610;3.9488277414287816;-0.3677970963720111;8.078568744107399;2
1611;4.26493895149927;-0.34696945457008993;7.628476524197901;2
1612;4.5759215478432145;-0.3362611574984641;7.163977685563678;2
1613;4.868713246678134;-0.32823388805155795;6.650973492169737;2
1614;5.1557440812044595;-0.3223391068116129;6.123244585319841;2
1885;3.5028790644187304;-1.4427187108416306;22.84336640488597;3
2050;-1.5121773418248878;-0.6453933064979119;19.060886800729023;4
2052;-1.5511505219737394;-0.6029137695835958;17.688510529375602;4
2054;-1.5614973865854889;-0.6144326281797774;16.319064986139818;4
2056;-1.5509298796056217;-0.6240494489249541;14.957729345800784;4
2057;-1.5705818105084273;-0.5968507327949675;14.278179449053555;4
2058;-1.593727683920088;-0.5809497841817954;13.604115979441655;4
2059;-1.6329243989052586;-0.5385888451804149;12.926628102493725;4
2060;-1.6421380010330189;-0.5719414797455945;12.246307922094305;4
2066;-1.7084921195204843;-0.5541059814438336;8.190013392990641;4
2067;-1.71852744023204;-0.533665029732233;7.5184362638481135;4
2068;-1.7299570484810527;-0.4811127610288051;6.84337372208083;4
2069;-1.7346358543168854;-0.4398345213112099;6.166674951307099;4
2070;-1.738471164328262;-0.4419923195318631;5.473475144634929;4
2071;-1.7443309732288887;-0.4493401092858021;4.7839639698140966;4
2072;-1.7570253056692768;-0.44876030349286106;4.089312923654223;4
2073;-1.7696840219306915;-0.44225640083691575;3.401532744605931;4
2074;-1.7794414142259858;-0.4214872848039339;2.7198381780758067;4
2451;11.888020593674455;-1.16376161794219;16.01678107296962;5
2452;11.933102186616704;-1.1022662626508584;15.401829473060305;5
2453;11.961537659226144;-1.0358805138134346;14.78423362451077;5
2454;11.932973061528802;-0.9841093210937676;14.180203099193035;5
2616;-0.980384710512934;-0.6768302531945282;12.339195122765762;6
2617;-1.2406478143239146;-0.6793283465222597;11.923342590598637;6
2618;-1.5782791018625049;-0.6817303439771467;11.512100056384597;6
2619;-1.9130894882305067;-0.6472868857216862;11.053748761126725;6
2620;-2.287466064431517;-0.6456782017083865;10.82246812572416;6
2621;-2.600965250370572;-0.6487014234804493;10.226777609951462;6
2622;-2.9180796380533054;-0.6922074678594076;9.77228405006626;6
2623;-3.3355405176981963;-0.7483037702989179;9.34117381641942;6
2624;-3.685028488674096;-0.7806065517648118;8.866835461900717;6
2625;-4.0160013544072966;-0.7926168199445909;8.373045956601947;6
2626;-4.378872785723207;-0.8102152038068486;7.949372457463863;6
2627;-4.786512632406657;-0.8583275129320532;7.44125276054409;6
2628;-5.100878872868617;-0.9679457643791178;6.8919015299408874;6
3807;2.7726729313698533;-1.6308478987226105;9.946815164169124;7
3808;2.788285645530143;-1.6401147135679834;8.692182611956706;7
3809;2.7903653235156805;-1.6232737329796143;7.4515814588896125;7
