imageidx;x;y;z;gt_id
84;-10.529980237731438;-1.1799714930405196;16.713868884631104;0
84;-10.286708427005811;-0.4557878133488198;17.211436792181544;1
84;5.850038255314213;-1.4589812782595937;19.645847961283287;2
89;-10.678230443773506;-1.0066933037479249;13.71325974258506;0
89;-10.529572871992137;-0.2478730289805265;14.11738292057577;1
89;5.641763261548;-1.3684384394446223;16.809555364834026;2
1103;8.858486246860203;-1.165229798654946;12.27465263646496;3
1169;4.5217822120323214;-1.219038232842001;19.27281432917161;4
1176;5.213618483992795;-1.3912231447027286;12.925969960674864;4
1183;5.467282728489387;-1.1324744429626037;6.5289313078866815;4
1376;2.304464;-1.5250730000000003;17.709293;5
1377;2.03721142862775;-1.5287523991109353;17.38464998867661;5
1398;-2.5647538240429504;-1.2959991908022797;12.7762273353844;5
1545;-8.010512157022887;-0.8418474056602682;13.341615503280822;6
2228;6.187637718424426;-1.5089985258989351;21.55556933409337;7
2242;4.668473015025857;-1.4502784663631203;15.944195349524277;7
2259;2.4460970569376097;-0.7041290096982853;11.984512059149113;7
2270;3.088654667284221;-1.0272574669689971;6.249260676720742;7
2340;2.3540013688775883;-1.2424349606265659;18.891357549605427;8
2351;2.933468662102185;-1.1861780312690475;11.142338233096405;8
2359;2.6967966720303;-1.117644139825207;4.365285267107502;8
2416;-7.668542309465892;-0.8261405876964171;16.753640871706168;9
2422;-9.53987772677435;-0.6406900991828798;11.971078361131143;9
3344;2.289148753916332;-1.0961868901303278;14.790165238065867;10
3538;-3.8798507917725247;-1.0156176107690316;14.417872533466324;11
3654;-12.975829646940017;-1.126262189349049;19.227245740680047;12
3658;-13.088096397635072;-0.9609499639598014;15.741816569375215;12
4272;-10.110122126108916;-1.018154322771836;12.769226080671242;13
4374;-8.42728798804256;-1.3285675234677052;21.23853175155028;14
4381;-0.6356274573086765;-1.2161226890745291;18.16728534332745;14
4389;4.0251469903713195;-0.9245899612207692;12.422070227888124;14
4398;4.038876934667702;-0.9450988750290832;6.909255506804142;14
