imageidx;x;y;z;gt_id
448;10.83018173723674;-1.424914111114282;17.956125399670647;0
449;10.124073788008571;-1.3808709074707837;17.248675374744955;0
450;9.432207575379474;-1.3416706926173712;16.555973847353428;0
451;8.756420265492453;-1.2858824509691908;15.664683587616837;0
460;4.6037776818842975;-1.2687739590869456;7.9751736372921105;0
461;4.3171790709237765;-1.2576715106960163;7.05458031084913;0
497;8.488773212203709;-1.513983948912862;15.178923413112233;1
498;9.258830721658027;-1.5606274366235142;13.955564632575085;1
499;10.024632644474893;-1.5697567507302432;12.677964335177991;1
818;-6.302345469375773;-1.0950453410081236;10.215696874847747;2
819;-6.2061426636992225;-1.0761568876401535;8.898460688581329;2
820;-6.242311499165273;-1.0846976330264289;7.579381010014303;2
978;2.3074698359196475;-1.3370662851117203;22.652241399792338;3
1741;3.153286897160472;-1.820280312197684;15.860125479658212;4
1745;3.2339815990726355;-1.6990958974562085;12.242704793909672;4
1749;3.28257437306243;-1.5267482392260865;8.895963167781833;4
1750;3.236194880332828;-1.475815065041136;8.132614172296066;4
1751;3.2090689437497093;-1.4666719340731007;7.376242216818267;4
1752;3.2011649713199635;-1.3957142709854744;6.5698038206195815;4
1965;2.920993;-1.3039200000000006;8.483602000000001;5
1966;2.926571;-1.2980300000000005;7.374296000000001;5
1967;2.93318;-1.2748460000000006;6.2656220000000005;5
3332;7.641564264511597;-1.308910567904607;10.508105607770373;6
3333;7.1422756228575714;-1.3067663953526258;10.300848269497774;6
3338;5.216059521226792;-1.191265653999957;8.691597041803405;6
3339;4.920724468348887;-1.1870431347921513;8.250984535944264;6
3340;4.650184374260341;-1.2104261300244088;7.758505340856023;6
3342;4.253094222328786;-1.2514458120844296;6.676190162021896;6
3380;1.8452883774937927;-1.0909106818947876;17.199181784076714;7
3381;1.853143919168302;-1.0609859646855453;16.270370119177095;7
3382;1.7639362512301742;-1.0567176881119853;15.240461653306804;7
3383;1.8047558572711144;-1.0524239821521235;14.362043599550779;7
3384;1.850538933086069;-1.0281229030716907;13.48619254303365;7
3385;1.833843912528488;-1.0173730787406818;12.739265957703646;7
3386;1.8780249573569952;-1.0084806421289665;11.801511080850531;7
3394;2.5819723357469773;-0.9694489415472376;5.559364031677022;7
4241;2.4613818992866925;-1.3081269886670148;21.43303670807218;8
4242;2.5101426584815467;-1.3558318658172062;20.13980125715472;8
4284;2.846845934138581;-1.3829907496469445;8.568901815973254;9
4285;2.914155419744384;-1.3513114325585749;7.201358549907216;9
4286;2.8074965164531096;-1.3534034246666398;5.857482466323326;9
4545;2.891062939468385;-1.3315996683707911;11.59040421918628;10
4546;2.912782328363249;-1.2847060087355544;10.303298438728943;10
4549;2.9819754482326366;-1.2446996567677135;6.411938362458861;10
4573;2.603905464871141;-0.9873388335707772;16.702287260899347;11
4574;2.6432457375196527;-1.0672215112530474;15.475769873049686;11
4575;2.6870797005720317;-1.1263835489570837;14.197229404857435;11
